Település,Megye,Település típusa,Szavazókör db,Névjegyzékben szereplő választópolgárok száma,Megjelentek száma,Bélyegző nélküli szavazólapok száma,Lebélyegzett szavazólapok száma,"Érvénytelen, lebélyegzett szavazólapok száma",Érvényes szavazólapok száma,MSZP-PÁRBESZÉD,MKKP,JOBBIK,FIDESZ,MOMENTUM,DK,MI HAZÁNK,MUNKÁSPÁRT,LMP
Monor,Pest,Város,16,14621,5789,3,5783,17,5766,252,183,360,3408,457,800,186,18,102
Monorierdő,Pest,Község,4,3772,1279,0,1279,10,1269,58,52,103,626,100,246,55,3,26
Nagybörzsöny,Pest,Község,1,541,251,0,251,3,248,5,4,17,166,11,27,12,1,5
Nagykáta,Pest,Város,12,9977,3760,0,3759,23,3736,203,77,346,2174,214,470,184,15,53
Nagykovácsi,Pest,Község,7,5921,3481,0,3481,12,3469,238,177,109,1634,647,457,77,5,125
Nagykőrös,Pest,Város,20,18932,6946,0,6944,36,6908,419,134,488,3949,454,1065,248,25,126
Nagymaros,Pest,Város,4,4042,2095,1,2095,9,2086,102,80,98,1240,189,267,51,6,53
Nagytarcsa,Pest,Község,4,3697,1770,1,1767,14,1753,87,73,77,957,217,225,67,2,48
Nyáregyháza,Pest,Község,3,3091,985,0,985,9,976,54,16,96,543,41,139,62,7,18
Nyársapát,Pest,Község,2,1548,390,1,390,2,388,11,9,31,226,21,60,19,1,10
Ócsa,Pest,Város,10,7612,2860,1,2858,14,2844,131,76,170,1742,209,380,81,6,49
Őrbottyán,Pest,Város,7,5918,2636,0,2636,12,2624,130,99,163,1400,248,407,100,12,65
Örkény,Pest,Város,4,3740,1082,0,1082,5,1077,91,22,73,566,72,192,45,8,8
Pánd,Pest,Község,2,1506,403,0,403,3,400,34,10,41,190,26,68,24,0,7
Páty,Pest,Község,5,5988,2945,1,2945,29,2916,147,110,91,1529,426,443,60,9,101
Pécel,Pest,Város,16,12739,5603,1,5597,27,5570,314,183,292,2793,710,938,210,13,117
Penc,Pest,Község,1,1223,520,0,520,1,519,17,11,25,320,39,63,22,2,20
Perbál,Pest,Község,2,1654,772,0,772,2,770,34,24,19,481,87,100,9,2,14
Perőcsény,Pest,Község,1,295,168,0,168,2,166,8,4,12,107,6,20,4,0,5
Péteri,Pest,Község,2,1922,738,1,737,2,735,46,26,48,377,66,131,25,2,14
Pilis,Pest,Város,9,9412,3060,0,3059,17,3042,198,91,207,1692,198,474,103,14,65
Pilisborosjenő,Pest,Község,3,3007,1661,0,1661,3,1658,115,100,64,744,273,258,44,3,57
Piliscsaba,Pest,Város,6,6187,3310,0,3310,19,3291,142,145,105,1742,464,470,93,21,109
Pilisjászfalu,Pest,Község,1,1318,625,0,625,2,623,41,35,27,277,106,99,11,4,23
Pilisszántó,Pest,Község,2,2132,993,0,993,1,992,33,30,37,550,122,170,26,2,22
Pilisszentiván,Pest,Község,3,3501,1883,0,1883,12,1871,84,72,97,1014,245,240,56,6,57
Pilisszentkereszt,Pest,Község,2,1755,898,0,898,3,895,48,34,43,511,85,112,35,4,23
Pilisszentlászló,Pest,Község,1,933,410,0,410,3,407,13,23,21,215,60,42,11,2,20
Pilisvörösvár,Pest,Város,8,11632,5358,1,5356,21,5335,215,147,207,3071,626,750,176,19,124
Pócsmegyer,Pest,Község,2,2057,997,0,997,6,991,45,34,47,527,132,147,32,3,24
Pomáz,Pest,Város,16,14063,7175,0,7174,27,7147,425,330,307,3458,1012,1191,205,23,196
Pusztavacs,Pest,Község,1,1093,351,0,351,1,350,21,7,34,208,11,59,5,1,4
Pusztazámor,Pest,Község,1,949,377,0,377,1,376,26,15,23,163,52,73,11,1,12
Püspökhatvan,Pest,Község,1,1113,529,0,529,0,529,26,6,35,367,26,33,23,0,13
Püspökszilágy,Pest,Község,1,569,280,0,280,0,280,13,6,18,154,23,41,15,1,9
Ráckeve,Pest,Város,8,8471,3314,0,3313,12,3301,178,72,202,1861,243,514,143,14,74
Rád,Pest,Község,1,1468,702,0,701,2,699,27,18,21,461,55,62,36,2,17
Remeteszőlős,Pest,Község,1,742,497,0,497,1,496,31,25,14,228,97,77,12,2,10
Solymár,Pest,Község,8,8583,5081,2,5078,30,5048,259,191,148,2705,803,688,88,4,162
Sóskút,Pest,Község,3,2754,1209,0,1209,3,1206,59,46,66,606,142,197,53,1,36
Sülysáp,Pest,Város,7,6734,2710,0,2710,17,2693,108,74,141,1629,226,343,105,14,53
Szada,Pest,Község,3,4101,1984,0,1985,18,1967,108,54,84,1049,271,270,73,10,48
Százhalombatta,Pest,Város,16,14962,7033,1,7030,25,7005,444,227,356,3014,788,1722,240,35,179
Szentendre,Pest,Város,20,21576,11597,1,11594,29,11565,687,559,417,5692,1753,1857,285,23,292
Szentlőrinckáta,Pest,Község,2,1552,452,0,452,3,449,25,5,28,275,20,71,16,1,8
Szentmártonkáta,Pest,Község,4,4026,1254,0,1254,5,1249,78,29,130,668,77,180,53,6,28
Szigetbecse,Pest,Község,1,1129,502,0,502,4,498,22,12,24,314,40,62,19,0,5
Szigetcsép,Pest,Község,2,2074,855,0,855,2,853,71,16,61,415,94,147,22,5,22
Szigethalom,Pest,Város,16,14231,4977,0,4977,15,4962,326,157,358,2210,524,1110,155,24,98
Szigetmonostor,Pest,Község,2,2249,1054,1,1053,5,1048,54,54,51,552,88,176,48,0,25
Szigetszentmárton,Pest,Község,2,1939,862,0,862,3,859,56,21,82,391,71,188,31,3,16
Szigetszentmiklós,Pest,Város,30,29939,12400,1,12395,64,12331,835,402,662,5413,1765,2504,352,43,355
Szigetújfalu,Pest,Község,2,1811,804,0,804,3,801,43,23,38,356,70,231,19,5,16
Szob,Pest,Város,3,2197,959,0,959,4,955,53,15,69,582,61,116,30,10,19
Szokolya,Pest,Község,2,1547,643,0,643,4,639,37,23,40,364,52,73,26,4,20
Sződ,Pest,Község,2,2410,1069,0,1058,7,1051,38,25,43,685,73,120,39,6,22
Sződliget,Pest,Község,4,3703,1940,0,1939,8,1931,106,63,110,956,248,338,64,7,39
Táborfalva,Pest,Község,3,2751,827,0,827,0,827,46,12,56,422,53,173,38,4,23
Tahitótfalu,Pest,Község,4,4877,2374,0,2371,4,2367,91,96,87,1429,205,345,55,10,49
Taksony,Pest,Község,6,5119,2231,0,2231,10,2221,144,77,112,1159,242,336,87,6,58
Tápióbicske,Pest,Község,3,2787,925,0,925,7,918,53,15,76,560,40,115,47,3,9
Tápiógyörgye,Pest,Község,4,2705,837,0,837,7,830,63,8,67,459,50,130,29,2,22
Tápióság,Pest,Község,3,2257,770,0,770,3,767,46,10,46,452,56,122,24,2,9
Tápiószecső,Pest,Község,7,5056,1863,0,1862,9,1853,118,39,146,1026,143,254,87,8,32
Tápiószele,Pest,Város,6,4847,1377,0,1377,12,1365,84,32,104,732,71,279,43,7,13
Tápiószentmárton,Pest,Község,5,4522,1828,2,1826,12,1814,62,24,115,1302,48,186,51,7,19
Tápiószőlős,Pest,Község,4,2448,769,1,768,4,764,58,9,66,459,29,85,43,2,13
Tárnok,Pest,Község,7,7892,3497,0,3498,27,3471,188,134,195,1733,389,598,138,9,87
Tatárszentgyörgy,Pest,Község,2,1446,447,0,447,15,432,27,7,37,300,13,25,17,1,5
Telki,Pest,Község,4,2955,1894,0,1893,8,1885,75,96,53,842,470,234,38,8,69
Tésa,Pest,Község,1,79,49,0,49,0,49,1,4,3,20,6,12,0,0,3
Tinnye,Pest,Község,1,1379,603,0,603,2,601,36,30,38,278,81,97,20,3,18
Tóalmás,Pest,Község,3,2941,969,0,969,4,965,54,16,79,551,44,155,37,6,23
Tök,Pest,Község,1,1082,529,0,529,0,529,26,14,14,324,60,59,15,1,16
Tököl,Pest,Város,8,8335,3192,0,3191,10,3181,195,93,233,1598,319,560,93,11,79
Törökbálint,Pest,Város,16,10862,5524,1,5521,15,5506,376,180,203,2513,924,1000,129,13,168
Törtel,Pest,Község,4,3305,1045,0,1045,12,1033,43,19,59,723,32,107,30,4,16
Tura,Pest,Város,8,6169,2276,0,2276,9,2267,117,59,162,1311,164,323,75,7,49
Újhartyán,Pest,Város,3,2251,1063,0,1063,0,1063,43,16,46,727,78,92,39,1,21
Újlengyel,Pest,Község,2,1436,573,0,573,5,568,20,6,24,397,41,56,21,0,3
Újszilvás,Pest,Község,3,2152,690,0,690,4,686,35,4,54,459,39,71,14,4,6
Úri,Pest,Község,2,2102,856,0,856,4,852,37,22,54,523,38,119,32,3,24
Üllő,Pest,Város,8,9461,3534,0,3532,7,3525,170,103,254,1777,359,601,163,17,81
Üröm,Pest,Község,5,5859,3229,0,3226,12,3214,199,127,105,1384,645,544,94,14,102
Vác,Pest,Város,30,27078,13416,0,13416,58,13358,822,349,788,6847,1410,2242,488,48,364
Vácduka,Pest,Község,1,1213,555,0,554,1,553,22,29,28,306,69,66,21,1,11
Vácegres,Pest,Község,1,715,258,0,258,1,257,10,6,9,168,24,28,5,0,7
Váchartyán,Pest,Község,2,1497,664,0,664,1,663,37,21,39,400,41,84,27,2,12
Váckisújfalu,Pest,Község,1,392,185,0,185,1,184,15,4,7,119,9,21,9,0,0
Vácrátót,Pest,Község,2,1495,718,0,718,4,714,34,28,54,394,61,83,44,1,15
Vácszentlászló,Pest,Község,2,1726,633,0,633,3,630,33,16,45,373,31,73,38,4,17
Valkó,Pest,Község,2,1931,586,0,586,6,580,32,12,37,344,43,79,25,3,5
Vámosmikola,Pest,Község,2,1202,493,0,493,6,487,20,10,25,349,12,39,20,6,6
Vasad,Pest,Község,2,1554,595,0,595,4,591,29,16,33,382,38,68,19,0,6
Vecsés,Pest,Város,24,16647,7028,0,7027,27,7000,383,212,346,3560,825,1282,202,19,171
Veresegyház,Pest,Város,16,14432,6912,1,6911,18,6893,350,266,269,3110,1093,1380,207,23,195
Verőce,Pest,Község,3,3002,1619,0,1619,9,1610,90,84,47,925,163,197,55,4,45
Verseg,Pest,Község,1,1086,385,0,385,1,384,16,2,19,249,12,61,21,0,4
Visegrád,Pest,Város,2,1544,877,0,875,7,868,44,21,39,530,60,133,27,2,12
Zebegény,Pest,Község,1,1047,597,0,597,5,592,35,18,20,361,49,73,21,2,13
Zsámbék,Pest,Város,4,4272,2116,2,2112,12,2100,86,50,102,1250,236,255,58,2,61
Zsámbok,Pest,Község,2,2005,765,0,765,2,763,41,24,61,418,47,115,39,10,8
Ádánd,Somogy,Község,2,1745,593,0,593,4,589,18,5,64,359,45,71,23,0,4
Alsóbogát,Somogy,Község,1,204,84,0,84,1,83,6,2,4,54,2,10,5,0,0
Andocs,Somogy,Község,2,800,302,0,302,2,300,24,3,32,187,12,34,4,1,3
Babócsa,Somogy,Község,2,1205,344,0,344,1,343,28,1,40,197,14,51,10,0,2
Bábonymegyer,Somogy,Község,1,624,176,0,176,2,174,10,2,19,107,7,23,6,0,0
Bakháza,Somogy,Község,1,154,49,0,49,0,49,2,0,10,25,0,10,2,0,0
Balatonberény,Somogy,Község,1,935,505,0,505,3,502,30,3,62,260,30,88,14,0,15
Balatonboglár,Somogy,Város,6,4979,2394,0,2393,4,2389,144,57,134,1292,184,451,76,6,45
Balatonendréd,Somogy,Község,1,1111,429,0,429,0,429,15,8,28,273,24,53,16,1,11
Balatonfenyves,Somogy,Község,3,1999,1037,0,1035,2,1033,48,22,64,575,93,169,35,9,18
Balatonföldvár,Somogy,Város,2,2092,1208,0,1207,3,1204,55,37,55,606,118,277,32,3,21
Balatonkeresztúr,Somogy,Község,2,1403,645,0,645,3,642,33,6,85,321,56,117,14,0,10
Balatonlelle,Somogy,Város,5,4214,1948,1,1947,7,1940,101,40,122,1153,125,313,47,6,33
Balatonmáriafürdő,Somogy,Község,1,710,398,1,397,4,393,33,14,35,195,25,66,12,0,13
Balatonőszöd,Somogy,Község,1,448,224,0,224,1,223,6,4,7,137,13,43,6,2,5
Balatonszabadi,Somogy,Község,4,2364,974,0,974,2,972,36,10,72,557,69,156,47,5,20
Balatonszárszó,Somogy,Község,2,1978,1065,0,1065,3,1062,61,30,59,572,98,194,31,1,16
Balatonszemes,Somogy,Község,2,1582,868,0,868,3,865,39,21,35,519,54,138,41,3,15
Balatonszentgyörgy,Somogy,Község,2,1303,609,0,609,2,607,41,7,48,359,29,106,10,1,6
Balatonújlak,Somogy,Község,1,421,206,0,206,0,206,7,2,26,132,2,31,4,0,2
Balatonvilágos,Somogy,Község,1,1235,623,0,623,5,618,67,12,28,288,71,119,27,0,6
Bálványos,Somogy,Község,1,486,153,0,153,0,153,1,1,15,98,8,22,4,0,4
Barcs,Somogy,Város,10,8825,3340,0,3340,20,3320,178,54,495,1654,162,649,64,17,47
Bárdudvarnok,Somogy,Község,1,928,339,0,339,5,334,16,6,39,185,37,38,5,1,7
Baté,Somogy,Község,1,640,235,0,235,2,233,19,6,29,119,9,38,4,3,6
Bedegkér,Somogy,Község,1,302,91,0,91,2,89,6,0,11,62,2,5,2,1,0
Bélavár,Somogy,Község,1,285,120,0,120,0,120,0,3,22,67,1,19,7,0,1
Beleg,Somogy,Község,1,451,130,0,130,2,128,1,0,22,83,2,10,8,1,1
Berzence,Somogy,Község,2,1906,694,0,694,1,693,23,9,57,451,22,100,19,3,9
Bodrog,Somogy,Község,1,307,134,0,134,2,132,3,3,16,76,4,18,6,2,4
Bolhás,Somogy,Község,1,349,119,0,119,0,119,2,0,14,89,0,12,2,0,0
Bolhó,Somogy,Község,1,544,147,0,147,1,146,4,4,16,101,5,10,3,2,1
Bonnya,Somogy,Község,1,208,77,0,77,0,77,0,0,7,62,1,6,1,0,0
Böhönye,Somogy,Község,2,1814,614,0,614,4,610,26,3,80,385,27,67,17,0,5
Bőszénfa,Somogy,Község,1,407,183,0,183,0,183,11,2,27,97,7,28,6,4,1
Buzsák,Somogy,Község,2,1036,397,0,397,3,394,32,4,31,209,19,78,14,3,4
Büssü,Somogy,Község,1,220,45,0,45,0,45,4,0,5,25,0,7,4,0,0
Csákány,Somogy,Község,1,192,46,0,46,0,46,3,0,3,32,0,7,1,0,0
Cserénfa,Somogy,Község,1,171,93,0,93,0,93,0,2,11,58,1,17,1,1,2
Csokonyavisonta,Somogy,Község,2,1222,400,0,399,1,398,21,11,66,211,9,64,10,4,2
Csoma,Somogy,Község,1,367,180,0,180,0,180,7,2,12,118,3,23,10,3,2
Csombárd,Somogy,Község,1,209,76,0,76,1,75,3,1,10,41,2,17,1,0,0
Csököly,Somogy,Község,1,781,226,0,226,2,224,3,3,17,181,3,10,6,0,1
Csömend,Somogy,Község,1,220,98,0,98,1,97,4,2,11,65,0,8,4,1,2
Csurgó,Somogy,Város,6,4058,1607,0,1607,6,1601,109,25,170,941,78,198,38,15,27
Csurgónagymarton,Somogy,Község,1,129,52,0,52,0,52,0,1,7,36,2,4,0,0,2
Darány,Somogy,Község,1,702,246,0,246,2,244,17,3,43,126,11,38,1,1,4
Drávagárdony,Somogy,Község,1,110,53,0,53,2,51,1,1,12,29,2,5,0,0,1
Drávatamási,Somogy,Község,1,194,94,0,94,0,94,2,1,12,70,2,6,0,0,1
Ecseny,Somogy,Község,1,149,88,0,88,0,88,2,1,7,66,1,7,4,0,0
Edde,Somogy,Község,1,147,58,0,58,0,58,5,1,3,46,1,1,0,0,1
Felsőmocsolád,Somogy,Község,1,296,116,0,116,0,116,2,1,2,88,4,15,3,0,1
Fiad,Somogy,Község,1,104,45,0,45,0,45,3,1,8,22,1,5,1,2,2
Fonó,Somogy,Község,1,244,90,0,90,0,90,2,2,4,55,3,22,0,0,2
Fonyód,Somogy,Város,4,4477,2203,0,2202,9,2193,133,62,119,1214,204,357,52,8,44
Főnyed,Somogy,Község,1,61,30,0,30,0,30,1,1,2,21,0,4,1,0,0
Gadács,Somogy,Község,1,76,42,0,42,0,42,3,1,13,21,1,2,0,0,1
Gadány,Somogy,Község,1,275,96,0,96,2,94,0,3,13,70,0,4,4,0,0
Gálosfa,Somogy,Község,1,188,81,0,81,0,81,2,0,8,61,0,7,1,1,1
Gamás,Somogy,Község,2,563,197,0,197,1,196,4,0,9,151,11,15,4,0,2
Gige,Somogy,Község,1,276,81,0,81,2,79,9,0,6,54,0,8,0,1,1
Gölle,Somogy,Község,2,697,229,0,229,1,228,9,1,11,141,6,55,4,0,1
Görgeteg,Somogy,Község,2,887,228,0,228,1,227,9,4,38,148,3,18,2,1,4
Gyékényes,Somogy,Község,1,809,320,0,320,1,319,13,7,32,200,10,47,9,0,1
Gyugy,Somogy,Község,1,234,96,0,96,1,95,7,1,5,60,2,11,5,0,4
Hács,Somogy,Község,1,292,99,0,99,1,98,3,1,13,61,0,19,0,0,1
Hajmás,Somogy,Község,1,175,61,0,61,0,61,4,1,4,49,0,2,0,1,0
Háromfa,Somogy,Község,1,570,187,0,187,3,184,8,5,47,92,4,20,6,0,2
Hedrehely,Somogy,Község,1,308,85,0,85,1,84,2,0,6,58,0,10,6,1,1
Hencse,Somogy,Község,1,284,99,0,99,1,98,9,0,9,64,3,12,0,0,1
Heresznye,Somogy,Község,1,205,72,0,72,0,72,2,1,4,46,2,13,3,0,1
Hetes,Somogy,Község,1,950,395,0,395,2,393,16,7,41,231,19,57,14,3,5
Hollád,Somogy,Község,1,192,76,0,76,1,75,2,1,4,59,2,6,1,0,0
Homokszentgyörgy,Somogy,Község,1,865,200,0,200,0,200,10,1,30,111,10,32,5,0,1
Hosszúvíz,Somogy,Község,1,38,18,0,18,0,18,0,1,3,11,1,1,1,0,0
Igal,Somogy,Város,1,1073,446,0,446,2,444,31,7,29,243,18,100,9,2,5
Iharos,Somogy,Község,1,377,131,0,131,0,131,2,4,16,85,2,13,7,1,1
Iharosberény,Somogy,Község,1,979,297,0,297,1,296,15,5,36,180,3,44,11,0,2
Inke,Somogy,Község,1,974,242,0,242,3,239,9,0,31,150,9,23,12,3,2
Istvándi,Somogy,Község,1,378,98,1,98,0,98,1,0,7,80,2,4,1,1,2
Jákó,Somogy,Község,1,498,189,0,189,1,188,9,2,13,130,6,17,9,1,1
Juta,Somogy,Község,1,973,422,0,422,2,420,8,14,36,219,38,89,11,0,5
Kadarkút,Somogy,Város,3,2023,632,0,631,6,625,27,8,53,364,37,103,13,11,9
Kálmáncsa,Somogy,Község,1,457,131,0,131,1,130,3,0,23,92,0,7,1,4,0
Kánya,Somogy,Község,1,347,116,0,116,0,116,5,3,1,91,2,10,3,0,1
Kapoly,Somogy,Község,1,528,171,0,171,0,171,8,3,13,103,6,19,13,2,4
Kaposfő,Somogy,Község,2,1304,474,0,474,6,468,15,4,62,280,14,71,14,1,7
Kaposgyarmat,Somogy,Község,1,84,47,0,47,0,47,3,1,4,21,3,12,0,2,1
Kaposhomok,Somogy,Község,1,352,122,0,122,0,122,5,3,13,76,3,14,4,1,3
Kaposkeresztúr,Somogy,Község,1,244,58,0,58,0,58,0,0,5,40,1,6,2,1,3
Kaposmérő,Somogy,Község,3,1946,765,0,765,8,757,48,14,57,417,57,113,31,3,17
Kaposszerdahely,Somogy,Község,1,841,354,0,354,6,348,18,11,22,204,24,40,20,0,9
Kaposújlak,Somogy,Község,1,578,263,0,263,0,263,14,8,33,128,15,48,7,2,8
Kaposvár,Somogy,Megyei jogú város,59,51193,22775,4,22756,109,22647,1473,508,1415,11149,2029,4838,641,77,517
Kára,Somogy,Község,1,43,25,0,25,1,24,0,0,2,16,1,3,0,0,2
Karád,Somogy,Község,2,1187,462,0,462,1,461,27,6,31,300,22,53,16,1,5
Kastélyosdombó,Somogy,Község,1,178,61,0,61,1,60,3,0,5,39,3,8,1,1,0
Kaszó,Somogy,Község,1,89,56,0,56,0,56,0,3,9,28,3,9,3,0,1
Kazsok,Somogy,Község,1,226,87,0,87,3,84,3,0,2,75,0,3,0,1,0
Kelevíz,Somogy,Község,1,260,102,0,102,1,101,4,0,13,62,5,10,4,0,3
Kercseliget,Somogy,Község,1,287,92,0,92,0,92,1,2,12,64,2,8,1,1,1
Kereki,Somogy,Község,1,447,172,0,172,0,172,8,5,13,105,5,25,9,0,2
Kéthely,Somogy,Község,3,1708,653,0,653,3,650,24,6,99,384,32,80,16,3,6
Kisasszond,Somogy,Község,1,143,49,0,49,0,49,1,5,4,36,1,2,0,0,0
Kisbajom,Somogy,Község,1,303,89,0,89,2,87,7,4,6,54,1,5,7,3,0
Kisbárapáti,Somogy,Község,1,308,117,0,117,4,113,8,2,16,70,3,10,2,0,2
Kisberény,Somogy,Község,1,120,41,0,41,0,41,1,0,4,26,1,3,4,0,2
Kisgyalán,Somogy,Község,1,185,77,0,77,0,77,4,3,6,39,2,20,2,0,1
Kiskorpád,Somogy,Község,1,706,219,0,219,0,219,3,6,31,137,12,22,4,1,3
Komlósd,Somogy,Község,1,148,73,0,73,1,72,3,0,13,46,0,5,1,1,3
Kőkút,Somogy,Község,2,408,99,0,99,4,95,2,1,6,69,0,10,1,5,1
Kőröshegy,Somogy,Község,1,1234,543,0,543,2,541,29,9,29,335,25,101,9,1,3
Kötcse,Somogy,Község,1,419,164,0,164,2,162,1,1,7,99,1,46,4,2,1
Kutas,Somogy,Község,2,1095,349,0,349,2,347,16,1,38,231,8,33,13,2,5
Lábod,Somogy,Község,2,1509,483,0,483,2,481,22,4,99,278,12,55,9,1,1
Lad,Somogy,Község,1,477,168,0,168,0,168,10,0,33,102,2,14,0,0,7
Lakócsa,Somogy,Község,1,440,92,0,92,0,92,13,0,10,58,1,10,0,0,0
Látrány,Somogy,Község,2,1165,443,1,442,1,441,20,2,49,281,24,42,16,0,7
Lengyeltóti,Somogy,Város,3,2380,765,0,765,4,761,36,8,102,421,30,111,38,3,12
Libickozma,Somogy,Község,1,29,20,0,20,0,20,1,0,2,10,6,1,0,0,0
Lulla,Somogy,Község,1,185,75,0,75,0,75,3,0,3,53,6,6,3,0,1
Magyaratád,Somogy,Község,2,683,286,0,286,2,284,19,2,22,165,12,41,13,5,5
Magyaregres,Somogy,Község,1,484,188,0,188,1,187,10,0,25,107,12,24,5,0,4
Marcali,Somogy,Város,12,9353,3639,0,3639,16,3623,221,32,531,1828,174,680,97,19,41
Mernye,Somogy,Község,3,1077,426,0,426,2,424,34,5,38,234,22,74,10,1,6
Mesztegnyő,Somogy,Község,2,1007,406,0,406,2,404,24,4,59,234,14,44,14,6,5
Mezőcsokonya,Somogy,Község,1,948,223,0,223,0,223,5,2,28,133,15,29,7,0,4
Mike,Somogy,Község,1,480,127,0,127,4,123,3,2,16,87,0,8,4,3,0
Miklósi,Somogy,Község,1,167,78,0,78,1,77,2,1,6,53,3,7,2,1,2
Mosdós,Somogy,Község,1,754,278,0,278,3,275,14,4,25,167,9,37,9,3,7
Nágocs,Somogy,Község,1,486,153,0,153,0,153,3,9,10,89,9,24,1,1,7
Nagyatád,Somogy,Város,9,8827,3662,0,3661,15,3646,260,40,541,1509,239,898,96,16,47
Nagybajom,Somogy,Város,3,2472,640,0,640,10,630,37,9,60,356,23,106,29,0,10
Nagyberény,Somogy,Község,1,1106,310,0,310,4,306,18,7,28,181,20,41,6,1,4
Nagyberki,Somogy,Község,1,1131,387,0,387,0,387,10,4,37,208,19,69,29,5,6
Nagycsepely,Somogy,Község,1,286,148,0,148,4,144,8,1,12,76,4,35,6,0,2
Nagykorpád,Somogy,Község,1,414,136,0,136,0,136,2,1,16,90,5,13,4,2,3
Nagyszakácsi,Somogy,Község,1,319,104,0,104,0,104,8,0,13,56,3,15,7,1,1
Nemesdéd,Somogy,Község,1,505,117,0,117,1,116,2,0,7,90,1,10,5,1,0
Nemeskisfalud,Somogy,Község,1,79,40,0,40,1,39,1,0,4,29,2,2,1,0,0
Nemesvid,Somogy,Község,1,501,163,0,163,2,161,5,1,15,119,1,12,5,1,2
Nikla,Somogy,Község,1,528,200,0,200,1,199,3,7,19,132,6,25,6,1,0
Nyim,Somogy,Község,1,270,105,0,105,1,104,7,7,6,50,8,19,2,0,5
Orci,Somogy,Község,1,441,197,0,197,0,197,16,7,23,99,9,40,1,1,1
Ordacsehi,Somogy,Község,1,662,264,0,264,2,262,9,6,20,181,8,27,9,1,1
Osztopán,Somogy,Község,1,585,207,0,207,3,204,5,1,17,139,5,33,2,2,0
Öreglak,Somogy,Község,2,1141,335,0,334,4,330,20,5,33,203,9,50,7,0,3
Őrtilos,Somogy,Község,2,396,163,0,163,0,163,5,1,12,117,3,13,7,0,5
Ötvöskónyi,Somogy,Község,1,639,160,0,160,1,159,5,1,18,89,5,34,2,1,4
Pálmajor,Somogy,Község,1,216,73,0,73,0,73,0,0,0,73,0,0,0,0,0
Pamuk,Somogy,Község,1,199,80,0,80,0,80,1,0,6,67,1,1,1,2,1
Patalom,Somogy,Község,1,255,129,0,129,4,125,5,4,7,88,3,10,6,1,1
Patca,Somogy,Község,1,50,25,0,25,0,25,0,1,2,16,3,2,0,0,1
Patosfa,Somogy,Község,1,202,64,0,64,2,62,3,1,10,36,2,6,3,0,1
Péterhida,Somogy,Község,1,130,56,0,55,1,54,0,0,6,35,1,5,6,1,0
Pogányszentpéter,Somogy,Község,1,389,116,0,116,0,116,5,1,17,73,0,12,6,2,0
Polány,Somogy,Község,1,171,74,0,74,0,74,4,0,7,55,2,5,0,0,1
Porrog,Somogy,Község,1,158,84,0,84,1,83,3,0,6,62,6,4,1,0,1
Porrogszentkirály,Somogy,Község,1,220,83,0,83,0,83,1,1,8,68,0,2,1,0,2
Porrogszentpál,Somogy,Község,1,73,35,0,35,0,35,0,2,1,31,1,0,0,0,0
Potony,Somogy,Község,1,155,55,0,55,0,55,2,1,9,41,0,1,1,0,0
Pusztakovácsi,Somogy,Község,2,575,207,0,207,0,207,6,2,15,145,4,14,13,2,6
Pusztaszemes,Somogy,Község,1,318,130,0,130,2,128,8,1,4,77,6,27,2,1,2
Ráksi,Somogy,Község,1,375,146,0,146,1,145,3,1,17,95,7,13,5,3,1
Rinyabesenyő,Somogy,Község,1,144,40,0,40,2,38,0,0,2,33,2,1,0,0,0
Rinyakovácsi,Somogy,Község,1,123,61,1,60,0,60,2,0,5,49,0,3,0,0,1
Rinyaszentkirály,Somogy,Község,1,310,64,0,64,1,63,2,2,17,29,0,12,0,0,1
Rinyaújlak,Somogy,Község,1,237,68,1,67,0,67,4,0,15,37,0,8,1,0,2
Rinyaújnép,Somogy,Község,1,33,12,0,12,0,12,3,1,3,3,0,1,1,0,0
Ságvár,Somogy,Község,2,1539,561,0,561,4,557,24,11,66,329,35,66,17,2,7
Sántos,Somogy,Község,1,418,182,0,182,0,182,5,4,9,96,16,37,6,2,7
Sávoly,Somogy,Község,1,347,118,0,118,0,118,3,4,14,61,11,19,5,0,1
Segesd,Somogy,Község,2,1904,457,0,457,5,452,21,4,85,232,23,54,17,2,14
Sérsekszőlős,Somogy,Község,1,119,55,0,55,0,55,4,2,7,31,4,6,0,0,1
Simonfa,Somogy,Község,1,305,123,0,123,1,122,8,1,17,55,10,17,6,4,4
Siófok,Somogy,Város,24,20726,9921,0,9918,27,9891,573,212,608,5193,931,1881,289,26,178
Siójut,Somogy,Község,1,529,169,0,169,2,167,8,2,18,106,11,15,3,0,4
Som,Somogy,Község,1,553,200,0,200,2,198,12,5,19,111,18,24,8,0,1
Somodor,Somogy,Község,1,323,97,0,97,0,97,2,2,5,63,1,22,0,2,0
Somogyacsa,Somogy,Község,1,127,44,0,44,0,44,1,0,1,31,2,8,1,0,0
Somogyaracs,Somogy,Község,1,108,32,0,32,0,32,2,2,6,20,1,1,0,0,0
Somogyaszaló,Somogy,Község,2,610,242,0,242,0,242,18,7,23,133,15,38,1,2,5
Somogybabod,Somogy,Község,1,401,154,0,154,0,154,12,2,16,82,6,25,7,0,4
Somogybükkösd,Somogy,Község,1,69,34,0,34,0,34,0,1,1,28,1,1,2,0,0
Somogycsicsó,Somogy,Község,1,115,59,0,59,0,59,4,0,12,30,1,9,2,1,0
Somogydöröcske,Somogy,Község,1,116,47,0,47,4,43,6,0,5,22,0,4,5,0,1
